Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name
Y	18731440	18773735	-1	HSFY2
HG2067_PATCH	110303	110410	-1	RNA5SP266
Y	18741843	18741986	-1	GPM6BP2
Y	18776279	18779427	-1	USP9YP2
Y	18787750	18788080	1	ELOCP14
Y	18811338	18811829	-1	XKRYP2
Y	18826107	18829487	1	USP9YP10
Y	18833729	18833890	-1	RNU1-41P
Y	18848264	18867280	1	OFD1P7Y
Y	18872102	18872272	1	MTCYBP2
Y	18985175	18986398	1	ZNF839P1
Y	18992467	18992709	-1	CD24P4
Y	19018983	19019087	-1	RNU6-255P
Y	19253960	19260875	-1	
Y	19327569	19328573	1	GAPDHP19
Y	17621259	17625832	-1	CLUHP1
Y	17628513	17629402	1	TAF9P1
Y	17721598	17723177	1	CDY5P
Y	17726752	17727080	1	ELOCP36
Y	17757001	17758125	-1	ACTG1P2
Y	17782210	17784815	1	USP9YP23
Y	17788315	17789484	-1	USP9YP27
Y	17789003	17789162	-1	RNU1-128P
Y	17797983	17800696	-1	TRAPPC2P3
Y	17837201	17837528	-1	ELOCP6
Y	17882099	17883708	-1	CDY6P
Y	17908755	17910806	1	USP9YP7
Y	17912699	17921630	-1	USP9YP6
Y	17951589	17953500	1	CDY7P
Y	17984349	17993260	1	USP9YP34
Y	17995201	17997252	-1	USP9YP32
Y	18022299	18023908	1	CDY8P
Y	18068483	18068810	1	ELOCP12
Y	18105314	18108102	1	TRAPPC2P8
Y	18116527	18117695	1	USP9YP15
Y	18116848	18117007	1	RNU1-95P
Y	18121195	18123799	-1	USP9YP16
Y	18147884	18149008	1	ACTG1P11
Y	18178932	18179260	-1	ELOCP26
Y	18182835	18184414	-1	CDY9P
Y	18276607	18277495	-1	TAF9P2
Y	18280178	18284761	1	CLUHP2
Y	18336960	18337049	1	
Y	18346123	18346238	-1	RNA5SP522
Y	18348035	18348147	-1	RNA5SP523
Y	18386974	18389151	1	TUBB1P1
Y	18440797	18441125	1	ELOCP13
Y	18453150	18472137	-1	OFD1P4Y
Y	18486511	18486672	1	RNU1-48P
Y	18490915	18494295	-1	USP9YP5
Y	18508577	18509068	1	XKRYP1
Y	18532326	18532656	-1	ELOCP7
Y	18540980	18544128	1	USP9YP1
Y	18578417	18578560	1	GPM6BP1
Y	18649671	18650279	1	RAB9AP4
Y	18655520	18656190	-1	TRAPPC2P7
Y	19598188	19598757	1	
Y	19691941	19694606	-1	
Y	18546691	18588963	1	HSFY1
Y	3579067	3580041	1	TGIF2LY
Y	18025787	18027746	1	CDY2A
Y	23049247	23051195	1	ZNF736P3Y
Y	23058030	23059186	1	TRIM60P9Y
Y	7324297	7324595	-1	RN7SKP282
Y	7341531	7341642	1	Y_RNA
Y	7378672	7378779	1	RNU6-941P
Y	7423054	7423158	-1	RNU6-521P
Y	6718962	6719180	-1	SRIP3
Y	6789153	6789344	1	
Y	6837707	6838252	1	GOT2P5
Y	6900753	6901372	1	ATP5PFP1
Y	6918682	6920791	1	
Y	24659337	24660406	1	TRIM60P10Y
Y	24683657	24684935	1	ZNF736P2Y
Y	24691791	24692932	1	TRIM60P11Y
Y	24977176	24978317	-1	
Y	24985201	24986476	-1	ZNF736P1Y
Y	25009700	25010769	-1	
Y	25018499	25019303	-1	ZNF736P5Y
Y	25030901	25062548	-1	BPY2C
Y	25063083	25099892	-1	TTTY4C
Y	24833843	24907040	1	DAZ4
HG2069_PATCH	21954	396164	1	ITGA9
HG2069_PATCH	320767	321557	1	RPL21P135
HG2069_PATCH	362578	363102	-1	NDUFAF4P3
HG2069_PATCH	142990	143052	-1	RNU7-73P
HG2069_PATCH	390065	390874	-1	
HG2069_PATCH	435092	436554	1	
HG2069_PATCH	263494	434459	-1	ITGA9-AS1
Y	17878260	17880220	-1	CDY2B
Y	2784749	2784853	1	RNU6-1334P
Y	2786855	2787682	-1	SRY
Y	2827982	2828218	1	TOMM22P2
Y	2828192	2840851	-1	
Y	2841602	2932000	1	RPS4Y1
Y	2929001	2931120	-1	NAP1L1P2
Y	2934406	2934771	-1	
Y	2995067	2995273	-1	EEF1A1P41
Y	13286638	13287378	1	PSMA6P1
Y	13083790	13095805	1	SFPQP1
Y	13230884	13231439	1	DPPA2P1
Y	12930165	12948182	-1	CASKP1
Y	13703899	13706024	1	TMSB4Y
Y	13985772	13986473	-1	VCY
Y	24763069	24813492	-1	DAZ3
Y	23129355	23199010	-1	DAZ1
Y	23423099	23423236	-1	SNORA70
Y	23435905	23436006	1	
Y	23549809	23551385	1	
Y	6865918	6911752	-1	AMELY
Y	6910686	7101970	1	TBL1Y
Y	23219447	23291356	1	DAZ2
HG1398_PATCH	8669	20226	-1	C1R
Y	14639096	14640358	1	AGKP1
Y	14793642	14804033	-1	NLGN4Y-AS1
Y	25813013	25814566	1	CDY22P
Y	25860943	25861268	1	ELOCP17
Y	25871931	25898653	-1	OFD1P18Y
Y	25904518	25907250	1	TRAPPC2P4
Y	25918323	25918895	-1	RAB9AP3
Y	25923388	25929826	1	USP9YP20
Y	25928979	25929142	1	RNU1-40P
Y	25933833	25935881	-1	USP9YP21
Y	25943268	25954152	1	XKRYP6
Y	25991241	25991572	-1	ELOCP11
Y	25994684	25995697	-1	CDY23P
Y	26002254	26008856	1	USP9YP26
Y	26011435	26012237	1	HSFY8P
Y	26234610	26234711	-1	
Y	26244351	26244573	-1	
Y	26247384	26247521	1	SNORA70
Y	26360989	26361092	1	RNU6-1314P
Y	26400611	26401230	1	CYCSP48
Y	14056227	14056958	1	VCY1B
HG2072_PATCH	29598	107366	-1	IBTK
Y	14081075	14086600	1	PNPLA4P1
HG1398_PATCH	17273	36924	-1	C1RL
Y	14101588	14101723	-1	
Y	20727254	20742900	1	TBL1YP1
Y	20756108	20781032	1	RPS4Y2
Y	20808776	20811809	-1	HSFY4P
Y	20843256	20843710	-1	
Y	20861337	20862337	1	GAPDHP17
Y	20907344	20907562	-1	TMEM167AP1
Y	21038289	21044724	-1	
Y	21130870	21131181	1	TOMM22P1
Y	21221106	21222089	-1	NEFLP1
Y	21311268	21318895	1	
Y	21382954	21386360	-1	PRORY
Y	21405770	21405995	1	
Y	21468158	21470683	1	TSPY14P
Y	21493519	21501968	1	RBMY1HP
Y	21508299	21510470	-1	
Y	21531839	21534011	-1	
Y	21565092	21605081	-1	TTTY13
Y	21631683	21632015	-1	ELOCP5
Y	21637475	21639041	-1	CDY10P
Y	21661926	21674008	1	USP9YP3
Y	21677246	21681118	-1	USP9YP8
Y	21696570	21698220	1	CDY11P
Y	23657839	23659058	-1	HSFY6P
Y	23659466	23667822	-1	USP9YP18
Y	23674379	23675392	1	CDY14P
Y	23678504	23678835	1	ELOCP16
Y	23715922	23726808	-1	XKRYP3
Y	23734193	23736249	1	USP9YP25
Y	23740258	23746693	-1	USP9YP29
Y	23740942	23741105	-1	RNU1-97P
Y	23751188	23751760	1	RAB9AP1
Y	23762838	23765583	-1	TRAPPC2P9
Y	23771232	23798150	1	OFD1P11Y
Y	5019076	5019266	1	RNU2-57P
Y	5207215	5208069	-1	VDAC1P6
Y	5337745	5338964	-1	EIF4A1P2
Y	5573145	5574431	1	KRT18P10
Y	5634480	5634655	-1	SNX3P1Y
HG1398_PATCH	35738	50187	1	C1RL-AS1
Y	5793300	5793737	-1	RPL26P37
Y	5000226	5742224	1	PCDH11Y
HG1398_PATCH	43422	56575	-1	RBP5
Y	23808821	23809059	-1	ELOCP9
Y	23855522	23857091	-1	CDY15P
Y	23917241	23917723	-1	XKRYP4
Y	23919905	23921510	1	USP9YP13
Y	23934953	23940101	1	USP9YP11
HG1398_PATCH	46471	46577	1	RNU6-485P
Y	23936727	23941622	-1	TTTY3B
HG1398_PATCH	56765	58884	-1	
Y	23945927	23952293	-1	USP9YP12
Y	23946618	23946771	-1	RNU1-86P
Y	23956569	23960218	1	RAB9AP5
HG1398_PATCH	57384	86631	1	CLSTN3
Y	23967564	23970694	-1	TRAPPC2P10
Y	23972780	23995081	1	OFD1P12Y
Y	24006911	24007237	-1	ELOCP10
Y	24045229	24048019	-1	CDY1B
Y	24049878	24051487	-1	CDY17P
Y	24077799	24079812	1	USP9YP35
Y	24081704	24090346	-1	USP9YP31
Y	24104107	24106018	1	CDY18P
Y	24182477	24183071	1	
Y	24210958	24211216	-1	RN7SL818P
Y	24232826	24238984	-1	UBE2Q2P4Y
Y	24276245	24277026	1	LINC00265-2P
Y	24278337	24281140	-1	CICP2
Y	24362335	24362409	-1	
Y	24396604	24403526	-1	RBMY2XP
Y	24485332	24486463	1	TTTY17B
Y	24494709	24495583	-1	TRIM60P5Y
Y	24500263	24501505	-1	ZNF736P12Y
Y	24570202	24607025	1	TTTY4B
Y	24607560	24639207	1	BPY2B
Y	24650808	24651534	1	
Y	25168599	25169841	1	ZNF736P4Y
Y	25174520	25175237	1	
Y	25266584	25273531	1	RBMY2YP
Y	25307729	25307803	1	
Y	25388992	25391811	1	CICP1
Y	25393154	25394056	-1	LINC00265-3P
Y	25431156	25437315	1	UBE2Q2P5Y
Y	25454561	25460572	1	GOLGA2P3Y
Y	25458926	25459184	1	RN7SL725P
Y	25487284	25487662	-1	
Y	25564122	25566033	-1	CDY19P
Y	25579790	25588444	1	USP9YP36
Y	25590323	25592345	-1	USP9YP33
Y	25618644	25620253	1	CDY20P
Y	25662900	25663226	1	ELOCP34
Y	25675060	25697346	-1	OFD1P13Y
Y	25699451	25702562	1	TRAPPC2P5
Y	25709908	25713557	-1	RAB9AP2
Y	25723016	25724186	1	USP9YP30
Y	25723342	25723495	1	RNU1-107P
Y	25728490	25733388	1	TTTY3
Y	25730011	25735160	-1	USP9YP9
Y	25748596	25750206	-1	USP9YP19
Y	25752388	25752870	1	XKRYP5
Y	26549425	26549743	1	CYCSP49
Y	26586642	26591601	-1	SLC25A15P1
Y	26594851	26634652	-1	PARP4P1
Y	26626520	26627159	-1	CCNQP2
Y	25622117	25624902	1	CDY1
Y	21511338	21525786	1	RBMY1B
HG1398_PATCH	74168	75503	-1	
HG1398_PATCH	94360	116755	-1	
Y	21534879	21549326	1	RBMY1A1
HG1398_PATCH	116371	146260	1	PEX5
Y	7712985	7776707	-1	RFTN1P1
Y	8906224	8916073	1	
Y	8909948	8914155	1	
Y	8789000	8789302	-1	TTTY11
Y	12339813	12347487	1	ARSLP1
Y	18674033	18738089	1	OFD1P6Y
Y	17769116	17777400	-1	XKRY
Y	18128610	18136886	1	XKRYP7
Y	18389297	18391510	-1	
Y	2752296	2774739	1	
Y	2881683	2883652	-1	HSFY3P
Y	2883110	2890551	-1	
Y	13153931	13162214	-1	TAB3P1
Y	13159273	13161549	-1	
Y	13751656	13915824	1	ANOS2P
Y	21394991	21401585	-1	RBMY2EP
Y	24209567	24215581	-1	GOLGA2P2Y
Y	24209967	24214831	-1	GOLGA2P2Y
Y	11153858	11159013	-1	
Y	19567382	19604120	1	TXLNGY
Y	12406796	12420322	-1	GYG2P1
Y	9166085	9167702	-1	CDY3P
Y	9183694	9185803	1	USP9YP22
Y	9189629	9204611	-1	USP9YP4
Y	9230915	9231247	1	ELOCP4
Y	9325799	9326047	1	
Y	9329880	9334832	-1	TTTY20
Y	9337464	9340284	1	TSPY4
HG2072_PATCH	69950	70052	-1	RNU6-130P
HG2072_PATCH	133811	134789	-1	
HG2072_PATCH	223676	233472	-1	
Y	9367803	9375681	-1	FAM197Y7
HG2072_PATCH	233021	240643	1	TPBG
Y	9375129	9377121	-1	
Y	9388122	9396027	-1	FAM197Y6
Y	9395475	9397467	-1	
Y	9357797	9360599	1	TSPY8
Y	9398421	9401223	1	TSPY3
Y	23537308	23546942	-1	RBMY2CP
Y	26123674	26133308	1	RBMY2DP
Y	8068896	8070723	-1	ZNF736P9Y
Y	9354846	9356814	-1	FAM197Y8
Y	7274313	7371868	1	PRKY
Y	18135449	18137029	1	XKRYP7
Y	19456585	19484884	-1	BCORP1
Y	9347511	9355401	-1	FAM197Y8
Y	9458613	9464357	-1	FAM197Y5
Y	9464012	9466003	-1	FAM197Y5
Y	9466955	9469749	1	TSPY1
Y	9479053	9484654	-1	FAM197Y4
Y	9484321	9486313	-1	FAM197Y4
Y	9487267	9490081	1	TSPY9
Y	9497287	9505159	-1	FAM197Y3
Y	9504608	9506596	-1	FAM197Y3
Y	9517599	9525487	-1	
Y	9524935	9526926	-1	FAM197Y2
Y	9527880	9530682	1	TSPY10
HG2077_PATCH	877	1209	-1	RPL30P4
HG2077_PATCH	98861	105680	-1	CNOT10-AS1
HG2077_PATCH	121136	122127	1	SUGT1P2
HG2077_PATCH	153872	154342	1	RPL23AP43
HG2077_PATCH	186223	266050	1	TRIM71
HG2077_PATCH	53371	142101	1	CNOT10
Y	9544917	9547147	-1	FAM197Y1
Y	9624183	9626352	1	TSPY25P
Y	9640249	9640716	-1	TSPY16P
Y	9665229	9669010	1	
Y	9784372	9833895	1	TTTY22
Y	9813315	9817513	1	
Y	9868462	9868702	-1	
Y	9869664	9870781	1	TSPY18P
Y	9951553	9959423	1	RBMY2OP
Y	10022489	10034187	-1	RBMY2QP
Y	10036195	10038375	1	TSPY20P
Y	10066554	10067386	-1	
Y	10066587	10069151	-1	TSPY5P
Y	10070131	10070409	1	
Y	10090410	10090528	-1	RNA5SP518
Y	10092875	10092993	-1	RNA5SP519
Y	10171590	10172725	-1	DUX4L31
Y	10173853	10174207	1	PCMTD1P1
Y	10190377	10192298	-1	CDC27P2
Y	10197256	10199103	-1	
Y	10200155	10200306	1	RNA5-8SP6
Y	6158802	6159265	1	DLGAP5P1
Y	6243295	6245283	-1	TTTY23B
Y	6246223	6249019	1	TSPY2
Y	6256267	6263953	-1	FAM197Y9
Y	6263602	6265595	-1	FAM197Y9
Y	6273579	6274065	-1	
Y	6303957	6305074	-1	TSPY19P
Y	6306042	6308202	1	
Y	6357219	6369921	-1	LINC00280
Y	6492976	6496757	-1	
Y	6520463	6520929	1	TSPY17P
Y	21394637	21451928	-1	
Y	21394708	21404771	-1	
Y	25214167	25219257	1	
Y	26493592	26497550	1	
Y	8068445	8126334	-1	
Y	7434488	7520540	1	
Y	9908321	9913142	1	TTTY23
Y	17552085	17579960	-1	FAM224B
HG1398_PATCH	165118	168672	1	
Y	15690368	15698289	-1	
Y	6406059	6462091	-1	TTTY2B
Y	6390390	6411564	1	TTTY1B
Y	6440866	6457906	1	TTTY7
Y	6462388	6473691	-1	TTTY8B
Y	12088010	12431745	-1	
Y	12327642	12347682	1	
HG142_HG150_NOVEL_TEST	15874	16374	-1	NAA50P1
HG142_HG150_NOVEL_TEST	21622	22569	-1	OR8J2
HG142_HG150_NOVEL_TEST	42855	43934	-1	OR5T2
Y	6241264	6246091	-1	
HG142_HG150_NOVEL_TEST	62949	63971	1	OR5T3
HG142_HG150_NOVEL_TEST	86388	87368	1	OR5T1
HG142_HG150_NOVEL_TEST	100802	101839	-1	OR8H1
Y	21135249	21137853	-1	
Y	13565953	13626296	1	
Y	4036335	4100619	1	
HG142_HG150_NOVEL_TEST	107290	108220	-1	OR8I1P
HG142_HG150_NOVEL_TEST	129056	129994	1	OR8K3
Y	20464916	20575519	-1	TTTY10
HG142_HG150_NOVEL_TEST	142096	143237	-1	FAM8A2P
HG142_HG150_NOVEL_TEST	145891	146817	1	OR8K2P
HG142_HG150_NOVEL_TEST	156788	157747	1	OR8K1
HG142_HG150_NOVEL_TEST	168077	168970	1	RPL5P29
HG142_HG150_NOVEL_TEST	170964	172037	1	OR8J1
HG142_HG150_NOVEL_TEST	186374	187333	1	OR8U8
HG142_HG150_NOVEL_TEST	193979	194908	1	OR8U9
HG142_HG150_NOVEL_TEST	199990	200944	1	OR8L1P
Y	7694707	7810305	-1	TTTY16
Y	7803996	7814684	1	TTTY12
Y	7787335	7791026	1	
Y	9717162	9758661	1	TTTY2
Y	9706824	9723864	-1	TTTY7B
Y	2966829	3002818	-1	ZFY-AS1
Y	9292243	9311512	1	
Y	19744756	19759978	1	
Y	8142181	8151656	-1	
Y	13703902	13916244	1	
Y	16057915	16124806	-1	
Y	2814331	2825478	1	
Y	19868842	19884157	1	
Y	25182267	25213853	-1	TTTY17C
Y	25377557	25394719	-1	SEPTIN14P23
Y	8915271	8922703	-1	
Y	9954532	10035331	-1	
HG1485_PATCH	7682	21171	1	
HG1485_PATCH	16980	17085	1	U6
HG1485_PATCH	359700	362893	1	ABCD1P4
HG1485_PATCH	377336	377423	1	
Y	19567313	19606274	1	TXLNGY
HG1485_PATCH	395949	398037	1	PABPC1P9
HG1485_PATCH	400953	448876	-1	SLC9B1P4
HG1485_PATCH	458991	460328	1	ACTR3BP6
Y	8395041	8407400	1	
Y	6374645	6381134	-1	
Y	4993372	5000218	-1	
Y	18388843	18405046	-1	FAM41AY2
Y	11116286	11215207	-1	
Y	3002887	3200509	1	LINC00278
Y	14925697	14926849	-1	
Y	9753156	9774329	-1	TTTY1
Y	3776201	3864897	1	
Y	8783310	8817463	-1	TTTY11
Y	21825260	21846721	1	
Y	56881849	56882115	1	
Y	23539098	23548944	-1	
Y	23555159	23560612	-1	
Y	21138633	21257832	1	
Y	24312570	24321645	-1	
Y	25264244	25348847	1	
Y	12661309	12663540	-1	
Y	24450851	24455941	-1	
Y	16599730	16644539	-1	
Y	16186139	16191298	1	
Y	19455431	19567280	-1	BCORP1
HG2002_PATCH	16044	16524	-1	H3-4
HG2002_PATCH	40362	40820	-1	RPL23AP15
Y	20725331	20734526	-1	
HG2002_PATCH	48178	49072	-1	H2AC25
Y	8550494	8713825	1	LINC00279
HG2002_PATCH	49306	51669	1	H2BC26
HG2002_PATCH	53273	53351	1	MIR4666A
HG2002_PATCH	55302	55825	-1	H2BC27P
HG2002_PATCH	77387	78319	-1	
HG2002_PATCH	78581	87387	1	RNF187
HG2002_PATCH	149485	149603	-1	RNA5S1
Y	8682594	8710911	-1	TTTY18
HG2002_PATCH	151724	151842	-1	RNA5S2
HG2002_PATCH	212165	212283	-1	RNA5S3
HG2002_PATCH	221127	221245	-1	RNA5S16
HG2002_PATCH	223369	223487	-1	RNA5S17
HG2002_PATCH	225239	225359	-1	RNA5SP18
HG2002_PATCH	227568	228706	1	DUSP5P1
HG2002_PATCH	229763	229887	1	
HG2002_PATCH	264417	264828	1	FTH1P2
HG2002_PATCH	312483	323668	1	RHOU
Y	8667413	8679198	-1	
HG2002_PATCH	101624	103504	-1	BTNL10P
HG2002_PATCH	101735	103449	-1	
Y	8721764	8739248	-1	
Y	9691039	9701695	1	TTTY8
Y	19076134	19087061	1	
Y	7273972	7381548	1	PRKY
Y	15547216	15593331	1	STSP1
Y	15456007	15569149	1	
Y	8127130	8144203	1	RBMY2JP
Y	8128439	8143714	1	
Y	12440046	12507369	-1	XGY1
Y	12478793	12507716	-1	
Y	22762851	22769787	-1	RBMY2WP
Y	22693947	22772143	-1	
Y	18833002	18839313	-1	USP9YP28
Y	18772706	19077555	-1	TTTY14
Y	17705968	17708185	-1	
Y	17809807	17825329	1	OFD1P1Y
Y	18481087	18487400	1	USP9YP14
Y	2789827	2790328	1	RNASEH2CP1
Y	2752083	2854641	1	XGY2
Y	23379484	23392697	1	PPP1R12BP2
Y	23462465	23472280	1	REREP1Y
Y	23364723	23614869	1	
Y	23523321	23525369	1	
Y	7100733	7106502	-1	GPR143YP
Y	7100069	7177816	-1	
Y	26055779	26088493	-1	OFD1P15Y
Y	26198331	26208148	-1	REREP2Y
Y	26277923	26354418	-1	PPP1R12BP1
Y	26047681	26329695	-1	
Y	26409815	26420535	1	ANKRD36P1
Y	26409158	26508246	1	
Y	26453982	26454092	1	
Y	18080681	18096202	-1	OFD1P2Y
Y	18582063	18629077	-1	OFD1P5Y
Y	21430697	21437245	-1	RBMY2TP
Y	21424028	21456216	-1	
HG2087_PATCH	2157	17417	-1	
Y	23581595	23614640	1	OFD1P10Y
Y	24142358	24157843	1	
Y	24137380	24153364	1	
HG2087_PATCH	6744	15268	1	ELP5
Y	24168187	24174494	1	GOLGA6L11P
Y	24171632	24176433	1	
Y	24179316	24183505	-1	DNM1P24
Y	24183434	24187231	-1	CSPG4P2Y
Y	24186509	24191870	-1	CSPG4P3Y
Y	24196518	24206132	-1	
Y	24189494	24206040	-1	
Y	24283062	24283230	1	SEPTIN14P22
Y	24275423	24292590	1	
Y	25464006	25473621	1	
Y	25464098	25473680	1	
Y	25478269	25483630	1	CSPG4P4Y
Y	25482908	25486705	1	CSPG4P1Y
Y	25486640	25487322	1	DNM1P48
Y	25495651	25501958	-1	GOLGA6L16P
Y	25492930	25498513	-1	
Y	25512301	25527786	-1	
Y	25517363	25532760	-1	
Y	26508213	26579690	1	TPTE2P4
Y	9311130	9322869	-1	RBMY1A3P
Y	9308617	9324883	-1	
Y	9378122	9380871	1	TSPY7P
Y	9378079	9380883	1	
Y	9507596	9510175	1	TSPY6P
Y	9507590	9510375	1	
Y	9548108	9550681	1	TSPY15P
Y	9548113	9550880	1	
Y	9610571	9621276	-1	RBMY3AP
Y	9609956	9632346	-1	
HG2087_PATCH	15231	19311	-1	CLDN7
Y	9831418	9846696	-1	RBMY2NP
Y	9831078	9858547	-1	
Y	9905595	9908139	-1	TSPY13P
Y	9898786	9908137	-1	
Y	6266593	6269275	1	TSPY11P
Y	6266602	6275213	1	
Y	6328052	6343323	1	RBMY2GP
Y	6316197	6342600	1	
Y	21871331	21873550	1	
Y	21880076	21894526	-1	RBMY1D
HG2087_PATCH	21383	21494	-1	Y_RNA
HG2087_PATCH	37046	43585	1	SLC2A4
HG2021_PATCH	36471	46043	1	LEUTX
HG2021_PATCH	72848	73431	-1	
Y	21895394	21897559	1	
Y	21903618	21918042	-1	RBMY1E
HG2021_PATCH	85226	94077	-1	DYRK1B
HG2087_PATCH	38275	39399	-1	
HG2087_PATCH	43591	49967	-1	YBX2
Y	21918935	21921106	1	
Y	21927521	21937150	-1	RBMY2AP
Y	21929308	21939152	-1	
Y	21940012	21941593	1	
Y	21972313	22005349	1	OFD1P8Y
Y	22001136	22049478	-1	
Y	22048554	22049347	-1	HSFY5P
Y	22049755	22058113	-1	USP9YP17
Y	22064698	22065712	1	CDY12P
Y	22068820	22069151	1	ELOCP15
Y	22071756	22147484	-1	
HG2087_PATCH	65364	70828	1	EIF5A
Y	22131944	22146831	1	TTTY6B
Y	22168542	22182982	-1	RBMY1F
HG2021_PATCH	89592	89678	-1	MIR6719
HG2021_PATCH	94334	106255	-1	FBL
Y	22183850	22186021	1	TSPY23P
Y	22198429	22203712	1	RBMY2UP
Y	22209331	22216580	1	RBMY1KP
Y	22296798	22298876	-1	TTTY5
Y	22305925	22307951	-1	TSPY22P
Y	22308829	22316205	1	RBMY2FP
Y	22310864	22321825	1	RBMY2FP
Y	22330452	22332500	1	TTTY25P
Y	22400403	22402568	-1	TSPY21P
Y	22403410	22417881	1	RBMY1J
HG2021_PATCH	218382	218823	-1	PRR13P5
HG2021_PATCH	246308	256907	1	PSMC4
HG2087_PATCH	69689	73929	-1	GPS2
Y	22438924	22514637	1	
HG2021_PATCH	259277	296181	1	ZNF546
Y	22439593	22454472	-1	TTTY6
Y	22517242	22517573	-1	ELOCP8
Y	22520681	22521695	-1	CDY13P
Y	22528281	22536639	1	USP9YP24
Y	22536919	22585259	1	
Y	22537047	22537849	1	HSFY7P
Y	22580989	22614081	-1	OFD1P9Y
Y	22646031	22646327	-1	
Y	22647239	22655722	1	
Y	22649245	22658878	1	RBMY2BP
Y	22670616	22672859	-1	
Y	17703061	17729756	-1	
Y	17768980	17770560	-1	XKRY
Y	17818435	17825327	1	
Y	18056765	18088129	-1	
HG2021_PATCH	298527	300645	-1	
HG2021_PATCH	303403	331374	-1	ZNF780B
Y	18176256	18202953	1	
Y	18326047	18353210	1	FAM224A
HG2021_PATCH	323900	366068	-1	
HG2021_PATCH	344295	366081	-1	ZNF780A
HG2087_PATCH	71026	77539	-1	
Y	23637623	23640789	1	
Y	26110004	26115458	1	
Y	26121658	26135789	1	
HG2087_PATCH	73993	87758	-1	NEURL4
Y	18581206	18598111	-1	TTTY9B
Y	18596306	18629093	1	
Y	18673611	18678833	1	
Y	18691312	18724127	-1	
Y	18729882	18739197	1	TTTY9A
Y	18480247	18484237	1	
Y	18491740	18547698	1	
Y	14522573	14845654	1	NLGN4Y
HG2021_PATCH	365897	369549	1	
HG2021_PATCH	123199	209777	-1	FCGBP
HG1_PATCH	776	30736	-1	
HG2022_PATCH	109155	109314	1	
HG2022_PATCH	126609	266435	-1	
HG1_PATCH	50215	52129	1	BRD7P1
HG1_PATCH	68641	69977	1	
HG1_PATCH	92909	93215	1	RN7SKP205
HG1_PATCH	118260	128375	-1	
HG1_PATCH	176917	183407	-1	
HG1_PATCH	223226	235547	-1	LINC00596
HG1_PATCH	239198	353533	-1	DHRS4-AS1
Y	12904108	12920478	1	DDX3Y
HG1_PATCH	271037	328760	1	DHRS4L1
HG1_PATCH	337431	352006	1	DHRS4L1
HG1_PATCH	337479	351946	1	DHRS4L1
HG1_PATCH	352987	370707	1	CARMIL3
HG2087_PATCH	88817	93778	1	
HG2087_PATCH	94894	109842	1	ACAP1
HG1_PATCH	371815	379078	1	CPNE6
HG2087_PATCH	110254	113309	1	KCTD11
HG2023_PATCH	116955	119843	-1	FRG2
HG2087_PATCH	111052	113309	-1	
HG2023_PATCH	33800	56132	1	FRG1
HG2087_PATCH	113488	115584	1	TMEM95
HG2023_PATCH	66529	66777	-1	MLLT10P2
HG2023_PATCH	72832	75309	1	
HG2023_PATCH	75453	77801	-1	TUBB7P
HG2023_PATCH	107730	107847	1	RNA5SP174
HG2023_PATCH	110290	110408	1	RNA5SP175
HG2023_PATCH	114008	115266	-1	DUX4L9
HG2023_PATCH	130673	131156	-1	RARRES2P4
HG2023_PATCH	163856	165127	1	
HG2023_PATCH	167162	168433	1	
HG2023_PATCH	170468	171739	1	
HG2023_PATCH	173774	175045	1	
HG2023_PATCH	177080	178351	1	
HG2023_PATCH	180386	181657	1	
HG2023_PATCH	183692	184963	1	
HG2023_PATCH	186998	188269	1	
HG2023_PATCH	190304	191575	1	
HG2023_PATCH	193610	194881	1	
HG2023_PATCH	196916	198187	1	
HG2023_PATCH	221606	222069	1	RPL23AP84
HG2023_PATCH	157835	158518	1	
HG2023_PATCH	160550	161824	1	DUX4L8
HG2023_PATCH	200222	211819	1	DUX4
Y	12537650	12860852	1	USP9Y
HG1_PATCH	381085	415992	-1	NRL
HG1_PATCH	395031	411576	1	PCK2
HG2121_PATCH	10054	10808	1	PIMREGP3
HG2121_PATCH	36674	36769	1	Y_RNA
HG2121_PATCH	74232	74566	1	RPL22P14
HG2121_PATCH	83844	85536	1	
HG2121_PATCH	92157	119448	1	GJA10
HG2121_PATCH	95971	96080	-1	Y_RNA
HG2121_PATCH	25225	72124	1	CASP8AP2
HG1_PATCH	415173	426220	1	DCAF11
HG2133_PATCH	43650	44010	-1	
HG2133_PATCH	44976	45914	-1	WDR82P1
Y	13234577	13480673	-1	UTY
HG2140_PATCH	5679	28905	-1	LINC01822
HG1_PATCH	421934	432807	1	
HG1_PATCH	432253	433827	1	FITM1
HG1_PATCH	437141	439945	1	PSME1
HG2158_PATCH	14578	64819	1	NXNL2
HG2158_PATCH	107608	132725	-1	
HG1_PATCH	439937	442569	-1	EMC9
HG2158_PATCH	221313	289985	-1	
HG2158_PATCH	232109	232178	-1	MIR4289
HG2158_PATCH	221333	289985	-1	
HG2158_PATCH	107608	132725	-1	
HG1_PATCH	440423	441422	1	
HG1_PATCH	444340	448548	-1	PSME2
HG2176_PATCH	129500	130277	-1	
Y	19703865	19744989	-1	KDM5D
HG1_PATCH	444467	444543	-1	MIR7703
HG1_PATCH	447661	461638	1	RNF31
HG2030_PATCH	31223	35196	-1	OBP2B
HG2030_PATCH	50851	54537	-1	LCN1P1
HG2030_PATCH	128564	128657	1	Y_RNA
